%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],PT1 Differential Pressure [Pa],PT2 Differential Pressure [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Applied Voltage [V],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%11/10/20219:20 AM
294.685,82153.695,0.971,18.047,158.15,166.727,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.667,23.499,93.571,21.844,-50.743,-63.273,-73.914,-78.381,-76.542,-54.818,-74.726,-84.265,-86.257,-82.713,-80.991,-82.614,-83.221,
294.797,82209.875,0.972,18.019,157.72,166.917,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.667,26.098,93.012,20.667,-50.847,-63.057,-73.084,-78.168,-76.221,-55.153,-77.123,-81.734,-83.495,-79.994,-78.378,-79.193,-78.604,
294.797,82209.875,0.972,18.019,157.72,166.917,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,29.78,93.123,21.095,-50.952,-62.841,-73.603,-78.595,-76.542,-56.046,-73.996,-77.938,-81.264,-78.008,-77.542,-79.297,-80.743,
294.842,82230.672,0.972,18.047,158.223,166.681,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,28.264,92.565,19.917,-51.474,-64.245,-73.914,-79.236,-77.185,-58.503,-74.1,-76.672,-77.227,-73.302,-70.958,-74.632,-74.099,
294.842,82230.672,0.972,18.047,158.223,166.681,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,30.755,92.007,20.238,-50.952,-63.165,-72.668,-77.527,-74.829,-52.809,-74.413,-74.879,-80.095,-80.622,-78.796,-80.126,-82.996,
294.752,82184.305,0.971,18.039,157.981,166.611,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,22.85,96.808,25.699,-45.94,-58.306,-69.242,-73.576,-72.474,-47.785,-97.446,-85.004,-86.681,-82.713,-78.169,-78.053,-78.153,
294.804,82213.359,0.972,18.02,158.033,166.494,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,25.665,96.696,24.95,-47.193,-59.602,-70.696,-75.071,-73.759,-52.139,-84.731,-81.101,-81.264,-76.648,-78.274,-77.638,-80.18,
294.804,82213.359,0.972,18.02,157.738,166.587,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,27.29,94.463,23.986,-48.55,-59.926,-70.8,-74.43,-73.224,-49.124,-78.686,-82.578,-85.513,-80.517,-79.946,-80.748,-81.532,
294.84,82228.023,0.972,18.018,158.128,166.691,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,24.799,96.473,24.95,-46.88,-59.818,-70.488,-75.285,-74.187,-54.037,-80.458,-81.101,-84.451,-81.877,-78.483,-79.608,-77.928,
294.84,82228.023,0.972,18.018,157.706,166.77,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,28.156,94.798,23.129,-48.759,-61.653,-71.942,-76.993,-75.365,-54.595,-70.974,-76.883,-81.689,-77.066,-76.915,-77.949,-75.563,
294.692,82157.18,0.971,18.047,158.165,166.514,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,31.513,93.123,21.095,-50.325,-62.733,-72.253,-76.993,-74.401,-52.028,-77.436,-80.047,-81.158,-79.053,-78.169,-77.016,-77.252,
294.749,82182.43,0.971,18.067,158.528,166.616,-11,3917.671,-2074.149,-104.296,-0.033,0.045,3.666,29.672,92.23,20.559,-50.116,-61.977,-71.422,-76.566,-73.866,-50.799,-72.746,-86.481,-89.019,-83.654,-80.886,-80.955,-81.419,
294.666,82142.461,0.971,18.075,158.645,166.803,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,25.015,94.128,23.343,-48.133,-60.358,-70.696,-74.537,-72.902,-49.236,-83.897,-88.274,-82.114,-78.519,-75.557,-74.943,-71.059,
294.845,82234.547,0.972,18.054,158.358,166.835,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,32.704,93.458,21.844,-48.759,-60.897,-71.422,-75.498,-73.973,-52.809,-77.123,-78.465,-78.715,-74.128,-74.501,-74.321,-75.676,
294.698,82157.57,0.971,18.068,158.525,166.714,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,31.405,91.225,21.416,-50.325,-61.329,-72.357,-76.459,-75.472,-54.26,-73.163,-77.938,-81.264,-76.637,-76.904,-77.432,-79.842,
294.746,82182.883,0.971,18.088,158.905,166.882,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,26.423,93.012,21.844,-49.699,-61.761,-71.942,-76.566,-74.936,-52.809,-78.478,-83.95,-79.989,-73.605,-73.456,-73.389,-72.061,
294.746,82182.883,0.971,18.088,158.905,166.882,-11,3917.671,-2074.149,104.223,-0.033,0.046,3.666,33.246,93.458,21.737,-49.49,-61.545,-72.461,-76.993,-75.043,-53.256,-68.994,-79.625,-77.865,-71.618,-71.784,-72.56,-72.511,
294.655,82137.484,0.971,18.107,159.192,166.863,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,32.596,92.453,20.988,-49.594,-61.869,-71.734,-76.78,-74.508,-54.484,-78.686,-76.356,-77.971,-74.964,-71.366,-74.115,-75.326,
294.834,82226.992,0.972,18.067,159.192,166.863,-11,3917.671,-2074.149,104.223,-0.032,0.045,3.666,29.347,90.89,19.596,-50.847,-62.733,-72.564,-77.527,-75.9,-56.382,-67.222,-75.301,-78.821,-74.128,-71.366,-72.663,-73.187,
294.684,82154.602,0.971,18.062,158.431,166.829,-11,3917.671,-2074.149,104.223,-0.033,0.045,3.666,31.405,92.342,21.416,-50.116,-61.869,-72.357,-77.207,-76.007,-54.149,-73.788,-75.512,-78.396,-74.441,-73.56,-72.145,-72.061,
294.638,82122.437,0.971,32.781,521.696,543.809,-11,3917.671,-2074.149,-8.821,-0.033,0.046,6.219,65.625,278.59,42.297,-188.772,-226.53,-266.485,-275.723,-263.027,-193.371,-288.064,-318.5,-326.755,-311.926,-305.675,-302.779,-295.946,
294.746,82177.656,0.971,32.73,522.633,543.393,-11,3917.671,-2074.149,81.834,-0.033,0.046,6.219,62.917,279.928,43.261,-187.519,-225.774,-265.759,-275.296,-264.847,-193.371,-287.126,-319.238,-330.155,-321.441,-325.322,-323.614,-333.897,
294.746,82177.656,0.971,32.73,520.25,543.31,-11,3917.671,-2074.149,81.834,-0.033,0.046,6.219,33.787,286.181,49.578,-180.733,-219.727,-260.36,-270.491,-256.925,-177.741,-302.863,-335.69,-348.001,-349.57,-344.028,-345.692,-353.942,
294.831,82218.594,0.971,32.75,520.996,543.2,-11,3917.671,-2074.149,-33.632,-0.033,0.045,6.219,11.262,290.871,53.326,-176.973,-216.056,-255.066,-263.656,-250.609,-172.828,-284.625,-350.034,-366.378,-366.196,-349.985,-347.351,-339.19,
294.831,82218.594,0.971,32.75,520.996,543.2,-11,3917.671,-2074.149,-33.632,-0.033,0.045,6.219,27.29,288.079,53.005,-178.644,-218.216,-258.284,-266.967,-255.105,-184.998,-290.982,-329.785,-339.503,-351.661,-341.311,-333.461,-327.253,
294.78,82189.211,0.971,32.76,521.21,542.797,-11,3917.671,-2074.149,49.659,-0.033,0.045,6.219,31.729,295.561,61.678,-167.89,-207.418,-248.525,-256.502,-243.436,-163.785,-266.699,-372.286,-375.195,-379.372,-364.407,-355.436,-362.951,
294.751,82178.102,0.971,32.716,519.797,543.098,-11,3917.671,-2074.149,104.223,-0.033,0.045,6.219,-3.568,301.59,67.246,-162.878,-203.639,-243.75,-252.444,-240.653,-170.372,-290.253,-342.335,-361.492,-346.956,-343.297,-334.187,-323.536,
294.751,82178.102,0.971,32.716,519.797,543.098,-11,3917.671,-2074.149,104.223,-0.033,0.045,6.219,30.322,292.881,60.072,-170.291,-208.822,-249.875,-258.424,-250.823,-185.444,-301.821,-352.248,-339.503,-327.297,-319.365,-311.382,-306.87,
294.843,82226.797,0.972,32.769,521.625,543.049,-11,3917.671,-2074.149,-104.296,-0.033,0.045,6.219,53.821,283.39,51.184,-178.957,-217.244,-258.284,-266.54,-254.57,-177.854,-304.114,-338.327,-339.609,-337.231,-328.039,-321.644,-318.244,
294.642,82123.344,0.971,32.722,519.825,543.178,-11,3917.671,-2074.149,-13.587,-0.033,0.045,6.219,47.107,282.273,48.4,-181.776,-220.915,-260.983,-269.637,-260.672,-191.698,-283.271,-312.383,-332.067,-328.029,-319.679,-314.699,-310.924,
294.642,82123.344,0.971,32.722,519.825,543.178,-11,3917.671,-2074.149,-13.587,-0.033,0.045,6.219,53.821,280.263,46.687,-183.029,-221.887,-262.229,-272.199,-262.385,-194.378,-286.189,-300.995,-317.513,-304.188,-300.973,-300.084,-294.595,
294.746,82179.008,0.971,32.749,520.846,542.951,-11,3917.671,-2074.149,-102.342,-0.033,0.046,6.221,69.198,274.234,41.333,-187.832,-224.262,-262.748,-271.986,-263.348,-193.931,-259.821,-308.905,-321.126,-308.684,-309.542,-306.51,-306.757,
294.746,82179.008,0.971,32.749,520.846,542.951,-11,3917.671,-2074.149,-102.342,-0.033,0.046,6.221,63.134,273.229,38.763,-190.546,-228.042,-267.211,-275.617,-264.526,-196.164,-267.116,-307.007,-307.529,-298.079,-300.868,-298.633,-292.005,
294.694,82148.078,0.971,32.732,520.21,542.319,-11,3917.671,-2074.149,-3.681,-0.033,0.045,6.22,72.772,271.331,37.692,-190.129,-227.718,-266.589,-275.937,-264.74,-192.368,-277.538,-305.636,-305.617,-306.234,-298.525,-297.907,-299.212,
294.644,82124.57,0.971,32.733,518.52,542.532,-11,3917.671,-2074.149,71.457,-0.033,0.046,6.22,63.784,276.69,43.582,-184.7,-222.643,-262.644,-271.025,-260.244,-190.917,-283.896,-305.741,-314.115,-307.594,-299.256,-290.86,-284.46,
294.644,82124.57,0.971,32.733,520.181,542.364,-11,3917.671,-2074.149,71.457,-0.033,0.046,6.22,76.237,271.889,38.656,-189.398,-226.098,-265.862,-274.976,-265.917,-193.708,-283.166,-299.203,-305.617,-303.411,-302.182,-305.476,-308.848,
294.751,82177.461,0.971,32.701,519.325,542.28,-11,3917.671,-2074.149,97.675,-0.033,0.046,6.22,59.127,275.239,41.975,-187.101,-224.802,-264.928,-273.054,-261.421,-189.577,-285.459,-297.199,-302.324,-290.238,-289.748,-289.824,-286.329,
294.692,82145.945,0.971,32.678,519.325,542.28,-11,3917.671,-2074.149,-72.524,-0.033,0.045,6.22,71.581,273.899,42.404,-184.908,-220.915,-261.087,-269.53,-260.672,-194.378,-268.367,-307.745,-326.013,-320.14,-326.215,-317.189,-322.022,
294.692,82145.945,0.971,32.678,518.482,541.988,-11,3917.671,-2074.149,-72.524,-0.033,0.045,6.22,38.119,278.477,47.543,-181.045,-219.296,-260.048,-268.462,-259.922,-194.043,-287.96,-316.815,-315.39,-309.162,-311.064,-307.031,-296.35,
294.637,82118.633,0.971,32.743,520.477,541.919,-11,3917.671,-2074.149,104.223,-0.033,0.046,6.221,63.784,276.355,43.26,-184.595,-221.671,-260.983,-269.957,-259.708,-192.591,-277.122,-294.14,-305.617,-298.184,-299.465,-299.982,-293.535,
294.831,82196.187,0.971,9.96,48.17,50.028,-3,3917.671,-2074.149,-86.528,-0.033,0.045,2.12,37.469,15.297,-2.994,-18.794,-14.9,-9.447,-6.194,-5.138,-1.005,10.127,6.656,2.022,2.513,-1.986,-13.994,-23.987,
294.866,82215.75,0.971,9.93,47.887,50.145,-3,3917.671,-2074.149,104.223,-0.033,0.045,2.12,37.144,15.409,-3.314,-18.167,-14.792,-8.824,-6.514,-4.71,-1.34,9.814,6.656,2.66,2.304,-1.568,-14.305,-23.536,
294.866,82215.75,0.971,9.93,47.887,50.145,-3,3917.671,-2074.149,104.223,-0.033,0.045,2.12,36.603,15.297,-3.421,-18.48,-15.332,-9.135,-6.194,-5.246,-1.563,10.023,6.55,2.128,2.513,-1.568,-14.512,-23.198,
294.777,82169.648,0.971,9.95,48.07,50.202,-3,3917.671,-2074.149,104.223,-0.033,0.045,2.12,36.927,15.297,-3.421,-18.376,-14.577,-9.032,-5.66,-4.924,-1.786,9.605,6.022,2.235,1.885,-2.299,-14.201,-24.324,
294.833,82196.25,0.971,9.951,48.085,50.281,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,36.494,15.521,-3.421,-18.48,-14.577,-9.135,-6.194,-5.138,-3.014,9.501,5.6,1.703,1.466,-2.404,-15.134,-24.212,
294.687,82124.375,0.971,9.968,48.229,50.192,-3,3917.671,-2074.149,104.223,-0.033,0.046,2.12,35.628,15.632,-3.742,-18.272,-14.9,-9.343,-6.087,-4.924,-2.68,9.918,5.6,1.596,1.047,-2.195,-14.615,-24.437,
294.687,82124.375,0.971,9.968,48.229,50.192,-3,3917.671,-2074.149,104.223,-0.033,0.046,2.12,36.386,15.297,-2.566,-18.167,-14.684,-9.135,-5.98,-4.496,-1.786,9.501,6.867,2.128,2.094,-1.986,-14.097,-24.099,
294.718,82141.875,0.971,9.949,48.05,50.27,-3,3917.671,-2074.149,-104.296,-0.034,0.045,2.12,36.169,15.186,-2.673,-18.272,-14.253,-9.758,-5.98,-5.031,-2.01,9.396,7.079,1.809,2.199,-2.09,-14.512,-23.649,
294.774,82167.773,0.971,9.955,48.121,50.125,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.494,15.186,-2.566,-18.167,-14.792,-9.758,-5.98,-4.924,-0.893,9.605,7.184,2.235,2.199,-2.299,-13.786,-24.099,
294.774,82167.773,0.971,9.955,48.121,50.125,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.386,14.069,-2.566,-17.958,-14.684,-10.07,-6.834,-5.888,-2.009,9.814,7.079,2.128,2.408,-2.09,-13.89,-23.987,
294.833,82198.836,0.971,9.953,48.109,50.209,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,37.469,14.292,-3.635,-18.585,-14.9,-10.07,-6.728,-6.316,-2.009,9.605,6.868,1.703,2.304,-2.717,-14.201,-24.775,
294.689,82126.766,0.971,9.951,48.07,50.163,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,37.252,13.287,-4.063,-19.524,-15.332,-10.277,-6.834,-7.172,-2.902,8.874,6.022,1.171,1.989,-2.09,-13.683,-23.761,
294.717,82138.523,0.971,9.945,48.012,50.172,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,36.386,14.516,-3.849,-18.48,-15.548,-9.966,-6.407,-5.46,-2.009,9.918,6.762,2.128,1.885,-2.09,-14.201,-23.086,
294.77,82167.773,0.971,9.951,48.078,50.068,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,37.469,14.181,-3.528,-18.272,-14.361,-9.654,-6.194,-5.138,-2.121,10.44,7.184,2.235,1.885,-1.985,-14.615,-23.649,
294.77,82167.773,0.971,9.951,48.078,50.068,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,36.278,14.181,-3.956,-18.689,-15.872,-9.862,-7.048,-5.674,-3.014,9.083,6.445,1.916,1.257,-2.508,-14.408,-23.536,
294.691,82125.734,0.971,9.948,48.04,50.082,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.603,14.627,-3.849,-18.898,-15.764,-9.654,-7.155,-5.031,-2.121,9.396,5.811,2.128,1.152,-2.508,-14.512,-22.973,
294.691,82125.734,0.971,9.948,48.04,50.082,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.061,14.739,-4.384,-18.063,-15.44,-9.447,-7.155,-5.353,-2.344,9.188,5.917,1.916,1.257,-2.299,-14.616,-24.099,
294.72,82144.398,0.971,9.959,48.151,50.278,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.061,14.962,-3.956,-19.002,-15.224,-9.343,-6.941,-5.781,-2.679,8.039,6.234,1.809,2.199,-1.985,-14.512,-24.212,
294.773,82169.258,0.971,9.93,48.151,50.278,-3,3917.671,-2074.149,-104.296,-0.033,0.046,2.12,36.278,14.739,-3.635,-18.689,-15.224,-9.758,-6.514,-5.674,-2.344,8.561,6.022,1.809,2.094,-2.194,-14.408,-24.099,
294.773,82169.258,0.971,9.93,47.88,50.006,-3,3917.671,-2074.149,-104.296,-0.033,0.045,2.12,36.602,14.962,-3.208,-18.794,-15.008,-9.343,-6.514,-5.781,-2.567,8.77,6.656,2.341,2.094,-2.612,-14.305,-24.324,
294.838,82201.414,0.971,17.766,153.276,160.341,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.654,128.651,-8.027,-64.793,-108.586,-95.881,-85.126,-71.12,-60.806,-51.581,19.106,7.29,-3.93,-9.934,-24.454,-53.694,-76.351,
294.852,82209.227,0.971,17.851,154.753,160.301,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.653,127.134,-8.473,-64.686,-109.003,-96.529,-85.956,-72.295,-61.876,-51.915,18.166,7.501,-4.037,-10.77,-24.977,-54.627,-76.351,
294.852,82209.227,0.971,17.851,154.753,160.301,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.653,126.918,-8.807,-65.541,-109.317,-97.177,-85.853,-72.188,-61.341,-47.226,17.749,6.128,-4.249,-10.457,-24.454,-54.212,-77.14,
294.749,82155.891,0.971,17.771,153.331,160.512,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.654,127.026,-8.919,-66.076,-109.734,-97.501,-86.579,-72.829,-62.411,-51.915,17.122,6.656,-4.78,-10.561,-25.499,-54.627,-77.703,
294.749,82155.891,0.971,17.771,153.331,160.512,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.654,126.268,-10.145,-66.183,-109.943,-97.177,-86.268,-72.295,-62.518,-50.241,16.809,6.656,-4.886,-10.143,-25.081,-54.108,-77.478,
294.845,82206.586,0.971,17.785,154.78,160.394,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.654,126.701,-8.919,-64.9,-109.212,-96.205,-86.06,-71.654,-61.983,-50.017,17.54,6.339,-3.93,-10.352,-24.977,-54.523,-77.365,
294.844,82204.711,0.971,17.766,153.289,160.302,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.654,127.351,-9.588,-65.541,-109.525,-96.529,-86.371,-72.081,-62.304,-52.25,17.018,6.128,-4.674,-10.666,-25.186,-55.041,-78.041,
294.844,82204.711,0.971,17.766,153.289,160.302,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.654,126.918,-10.256,-65.541,-110.465,-96.853,-87.098,-72.081,-62.197,-49.571,17.436,6.234,-5.205,-9.829,-25.186,-54.108,-77.815,
294.735,82152.406,0.971,17.788,153.627,160.544,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.654,127.892,-9.922,-64.9,-110.047,-96.313,-86.579,-72.081,-62.197,-54.037,17.122,6.445,-5.311,-10.666,-26.022,-54.627,-77.815,
294.851,82207.875,0.971,17.777,153.471,160.193,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.655,126.701,-10.256,-66.397,-110.256,-97.285,-86.89,-72.615,-62.197,-50.799,17.54,6.973,-4.037,-10.143,-24.872,-54.419,-77.027,
294.682,82124.312,0.971,17.797,153.751,160.478,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,127.459,-8.807,-65.755,-109.316,-96.637,-86.164,-72.188,-61.448,-49.906,18.375,7.29,-3.612,-9.725,-23.931,-53.279,-76.014,
294.682,82124.312,0.971,17.797,153.751,160.478,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,128.217,-8.473,-65.434,-109.212,-96.421,-85.852,-71.654,-61.769,-47.338,18.48,6.762,-3.399,-9.934,-24.35,-54.212,-76.126,
294.743,82153.5,0.971,17.818,154.139,160.483,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.655,127.892,-8.696,-64.9,-109.316,-95.989,-84.814,-70.693,-60.591,-46.445,18.793,7.607,-3.399,-9.305,-23.095,-53.072,-75,
294.749,82155.766,0.971,17.84,154.139,160.483,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,127.676,-7.692,-64.151,-108.585,-96.313,-85.229,-72.081,-61.127,-51.246,17.331,6.234,-4.249,-10.769,-24.977,-54.627,-78.041,
294.749,82155.766,0.971,17.84,154.524,160.592,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,126.052,-9.365,-65.755,-109.943,-97.069,-86.268,-72.935,-62.09,-52.809,17.853,6.973,-4.037,-9.828,-24.872,-53.798,-76.126,
294.673,82119.531,0.971,17.874,155.089,160.666,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,127.676,-7.915,-64.044,-107.959,-95.557,-84.918,-70.693,-60.805,-50.688,18.584,7.818,-3.399,-9.201,-24.559,-53.383,-76.464,
294.673,82119.531,0.971,17.874,155.089,160.666,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,126.593,-8.361,-64.579,-108.794,-96.097,-86.164,-71.547,-61.662,-52.809,16.809,5.705,-5.205,-10.978,-25.708,-55.56,-79.054,
