%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],PT1 Differential Pressure [Pa],PT2 Differential Pressure [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Applied Voltage [V],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%11/10/20219:20 AM
294.851,82209.422,0.971,17.845,154.662,160.982,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.655,124.752,-9.588,-65.755,-109.629,-96.853,-87.098,-72.508,-62.625,-50.241,17.331,6.973,-4.674,-10.978,-25.604,-54.109,-77.478,
294.756,82157.375,0.971,17.876,155.146,160.936,-3,3917.671,-2074.149,104.223,-0.033,0.046,3.655,126.81,-8.696,-64.045,-109.838,-96.097,-86.683,-71.654,-62.411,-50.799,17.122,6.973,-5.099,-10.664,-25.813,-55.249,-79.054,
294.85,82207.297,0.971,17.889,155.418,160.829,-3,3917.671,-2074.149,104.223,-0.033,0.045,3.655,125.077,-8.696,-65.221,-109.421,-97.069,-86.579,-72.722,-62.304,-52.697,17.749,6.022,-4.78,-10.769,-25.708,-54.42,-77.816,
294.809,82180.234,0.971,32.824,523.152,547.147,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.14,416.382,-80.045,-274.889,-426.512,-379.529,-354.518,-304.022,-262.063,-85.968,32.783,5.388,-40.154,-71.838,-123.629,-218.196,-295.834,
294.793,82171.328,0.971,32.908,523.152,547.147,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.139,416.815,-79.153,-274.782,-425.573,-379.637,-354.622,-304.235,-261.956,-91.773,33.41,5.494,-40.366,-72.152,-124.465,-220.269,-299.212,
294.692,82120.758,0.971,32.954,527.134,548.137,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.139,414.432,-78.261,-275.53,-426.199,-380.393,-355.141,-306.478,-263.455,-90.88,31.948,5.177,-40.579,-71.629,-123.629,-218.921,-297.523,
294.871,82210.523,0.971,32.89,525.341,547.458,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.139,415.84,-77.37,-275.21,-425.885,-379.313,-353.272,-304.663,-261.314,-91.996,33.618,5.811,-40.579,-72.57,-123.524,-218.61,-297.072,
294.703,82125.797,0.971,32.917,525.966,547.839,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.139,416.815,-78.038,-276.386,-427.764,-381.905,-356.387,-307.012,-263.669,-93.001,31.53,4.332,-42.066,-74.348,-125.092,-221.513,-299.212,
294.814,82182.047,0.971,32.852,524.043,547.964,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,415.624,-79.599,-276.493,-427.451,-381.041,-355.555,-305.837,-262.92,-82.395,32.992,5.6,-40.473,-70.792,-122.479,-217.159,-295.045,
294.798,82176.492,0.971,32.873,524.715,547.641,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.141,419.847,-76.701,-273.82,-423.797,-378.018,-352.96,-303.274,-260.886,-84.07,34.767,7.501,-39.517,-70.688,-122.688,-218.196,-296.847,
294.686,82116.625,0.971,32.883,524.834,547.806,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.14,417.573,-76.589,-272.75,-423.692,-377.802,-353.79,-304.342,-263.027,-83.735,31.426,5.071,-41.535,-72.884,-124.778,-219.129,-297.973,
294.875,82213.102,0.971,32.908,525.906,547.839,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.14,415.84,-78.707,-275.21,-426.72,-380.285,-355.036,-305.197,-262.278,-86.192,33.305,5.917,-41.216,-71.943,-124.465,-218.818,-296.96,
294.716,82128.445,0.971,32.919,526.016,547.634,-3,3917.671,-2074.149,104.223,-0.034,0.046,6.14,418.547,-78.15,-274.889,-426.303,-379.637,-354.829,-304.129,-261.207,-91.104,33.305,6.762,-41.854,-72.047,-124.36,-218.714,-296.397,
294.815,82181.461,0.971,32.903,525.655,547.914,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.14,419.305,-77.035,-273.285,-426.198,-379.853,-356.074,-305.73,-263.883,-85.968,31.844,5.494,-41.429,-72.779,-124.674,-220.269,-299.099,
294.804,82174.68,0.971,32.905,525.655,547.914,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.141,415.732,-79.153,-274.889,-425.572,-379.313,-354.621,-304.769,-263.027,-90.546,32.366,5.177,-40.685,-71.733,-122.897,-218.714,-297.973,
294.804,82174.68,0.971,32.905,525.713,548.184,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.141,417.789,-77.592,-275.637,-426.825,-380.069,-354.517,-305.41,-261.956,-83.847,33.723,6.022,-41.004,-73.187,-125.301,-220.891,-298.987,
294.87,82208.07,0.971,32.928,526.638,547.942,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,417.248,-76.478,-275.316,-426.512,-380.393,-355.036,-306.264,-263.562,-84.74,32.366,4.332,-41.854,-73.71,-125.178,-220.994,-299.099,
294.87,82208.07,0.971,32.928,526.548,548.087,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,416.382,-77.035,-275.958,-426.72,-380.501,-354.725,-306.051,-263.027,-83.177,32.574,3.909,-41.535,-73.814,-124.342,-220.788,-297.635,
294.804,82174.75,0.971,32.869,524.025,548.186,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,417.573,-76.589,-274.996,-425.676,-380.069,-354.413,-305.197,-262.278,-83.624,33.932,6.656,-40.579,-72.141,-124.446,-220.477,-299.101,
294.804,82174.75,0.971,32.869,524.569,547.672,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,417.03,-78.707,-275.637,-426.303,-380.069,-354.829,-305.624,-263.99,-93.002,32.157,6.445,-40.791,-71.618,-123.401,-219.026,-298.988,
294.798,82173.391,0.971,32.922,526.242,548.037,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.141,417.247,-78.93,-275.851,-427.138,-379.853,-355.036,-304.769,-261.956,-89.318,33.514,5.283,-40.791,-71.409,-123.506,-217.057,-295.835,
294.868,82208.266,0.971,32.903,525.739,547.552,-3,3917.671,-2074.149,104.223,-0.033,0.045,6.14,420.82,-77.481,-274.889,-427.347,-381.149,-355.451,-306.371,-263.883,-86.526,33.201,5.177,-42.279,-73.082,-125.596,-221.203,-300.902,
294.708,82127.609,0.971,32.916,525.913,547.885,-3,3917.671,-2074.149,104.223,-0.033,0.046,6.14,417.138,-78.484,-274.675,-427.556,-380.177,-356.49,-305.837,-263.776,-96.686,32.783,5.6,-41.854,-72.35,-126.118,-220.477,-298.988,
294.709,82115.336,0.971,9.982,48.357,50.678,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,59.019,-21.293,-23.201,-15.035,-11.229,-9.862,-10.999,-12.953,-11.053,4.698,8.242,9.578,13.716,13.817,11.215,12.973,
294.794,82158.023,0.971,9.979,48.199,50.705,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,61.076,-19.956,-22.453,-14.722,-10.581,-9.135,-11.213,-12.418,-11.053,5.951,9.193,10.216,14.554,14.55,11.838,12.973,
294.794,82158.023,0.971,9.979,48.338,50.451,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,60.643,-21.07,-23.094,-15.557,-11.985,-10.174,-12.387,-14.559,-12.951,4.072,8.031,8.833,13.193,12.875,10.384,11.055,
294.887,82202.195,0.971,9.943,48.001,50.543,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,58.477,-22.966,-24.057,-16.705,-12.525,-11.419,-12.494,-13.703,-12.169,4.489,7.819,8.726,13.612,13.294,11.215,12.296,
294.708,82111.203,0.971,9.966,48.2,50.464,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,61.51,-21.628,-22.667,-15.139,-11.121,-9.966,-11.319,-13.703,-11.388,4.907,8.771,9.152,14.24,13.608,11.838,11.958,
294.708,82111.203,0.971,9.966,48.2,50.464,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,60.427,-22.185,-23.522,-15.975,-11.769,-11.004,-12.601,-15.094,-12.504,3.863,7.397,8.514,12.879,12.77,9.865,10.943,
294.79,82156.344,0.971,9.926,47.831,50.35,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.223,59.56,-22.966,-24.271,-16.601,-13.173,-11.315,-12.708,-15.308,-11.946,4.489,7.819,9.578,14.031,13.817,11.318,12.748,
294.773,82145.75,0.971,9.939,47.953,50.451,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.223,60.968,-21.07,-23.522,-14.931,-11.337,-9.551,-12.174,-12.739,-9.602,5.951,8.348,10.216,13.926,14.34,11.422,13.424,
294.773,82145.75,0.971,9.939,47.953,50.451,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.223,60.318,-21.293,-23.736,-16.497,-12.417,-10.589,-12.814,-13.381,-11.498,5.011,7.714,9.684,13.088,13.922,10.695,12.748,
294.716,82114.5,0.971,9.929,47.842,50.309,5,3917.671,-2074.149,-104.296,-0.034,0.046,2.223,59.452,-22.966,-24.698,-16.705,-13.497,-10.693,-12.494,-13.81,-10.158,6.264,8.665,10.323,14.973,14.759,12.98,15.117,
294.879,82196.703,0.971,9.933,47.909,50.389,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,60.968,-22.074,-24.057,-15.453,-12.201,-9.551,-12.814,-14.452,-12.168,5.847,8.664,10.11,14.031,14.864,11.734,12.635,
294.79,82150.789,0.971,9.911,47.678,50.543,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,59.127,-22.297,-24.484,-14.931,-12.525,-10.381,-13.348,-15.201,-13.73,4.489,6.868,9.578,12.565,13.712,10.695,12.296,
294.79,82150.789,0.971,9.911,47.678,50.543,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,59.344,-21.962,-24.484,-14.617,-12.309,-10.174,-12.814,-13.917,-11.609,6.055,8.135,10.855,13.507,15.178,12.045,14.327,
294.766,82141.492,0.971,9.939,47.952,50.334,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,61.293,-20.513,-23.094,-14.617,-11.661,-8.928,-11.853,-14.238,-12.279,5.533,8.241,10.216,13.612,14.131,11.838,11.958,
294.712,82115.531,0.971,9.918,47.739,50.452,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,59.669,-21.516,-23.201,-14.931,-11.769,-10.174,-12.28,-13.703,-12.168,4.489,7.818,9.152,13.612,13.084,11.005,12.071,
294.885,82203.547,0.971,9.958,48.152,50.503,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,60.643,-20.29,-21.491,-13.573,-9.934,-7.994,-9.824,-11.562,-8.372,5.638,8.769,9.791,14.24,14.445,12.355,13.199,
294.885,82203.547,0.971,9.958,48.152,50.503,5,3917.671,-2074.149,-104.296,-0.033,0.045,2.222,61.726,-18.618,-20.635,-12.529,-9.718,-8.201,-9.824,-11.669,-9.488,4.385,7.713,9.365,13.193,12.875,10.071,10.491,
294.772,82139.875,0.971,9.926,47.823,50.511,5,3917.671,-2074.149,-104.296,-0.033,0.046,2.222,59.344,-20.067,-21.277,-13.991,-10.797,-8.409,-10.679,-12.846,-10.94,4.072,7.501,8.939,12.67,12.875,10.798,11.619,
294.883,82199.805,0.971,9.956,47.823,50.511,5,3917.671,-2074.149,-104.296,-0.034,0.046,2.222,60.102,-20.178,-21.491,-13.364,-10.042,-8.513,-9.611,-11.133,-7.256,5.325,8.241,9.897,14.031,13.817,11.94,12.296,
294.883,82199.805,0.971,9.956,48.129,50.709,5,3917.671,-2074.149,-104.296,-0.034,0.046,2.222,60.751,-19.621,-20.742,-13.991,-10.366,-8.928,-10.572,-12.953,-10.828,4.698,8.03,8.939,13.088,12.038,10.694,10.491,
295.222,82133.484,0.969,17.819,154.201,160.865,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.768,126.593,-279.044,-261.311,-234.921,-200.076,-191.845,-181.965,-77.506,-22.776,32.679,37.401,43.419,50.678,56.105,67.08,86.864,
295.247,82141.43,0.969,17.868,154.716,160.892,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.768,125.727,-278.931,-261.952,-234.712,-200.184,-192.364,-181.858,-76.863,-23.557,32.157,37.507,43.526,50.782,56.21,67.599,87.767,
295.127,82082.078,0.969,17.886,154.716,160.892,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.768,126.701,-279.6,-261.845,-235.443,-200.184,-191.948,-178.547,-75.258,-22.664,33.932,38.352,44.696,51.306,56.629,68.118,87.879,
295.127,82082.078,0.969,17.886,154.986,160.703,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.768,126.052,-279.377,-262.7,-235.338,-200.508,-192.156,-173.849,-79.111,-23.334,32.992,37.507,43.738,51.201,56.315,67.599,87.203,
295.305,82171.516,0.969,17.828,154.055,160.549,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.768,126.16,-280.269,-263.128,-235.652,-201.372,-192.883,-178.014,-79.647,-22.999,32.47,37.19,43.632,50.573,56.105,67.184,87.879,
295.229,82133.68,0.969,17.847,154.358,160.627,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.768,127.134,-279.712,-262.914,-235.234,-201.048,-191.325,-177.907,-75.365,-21.659,34.349,38.035,44.058,51.097,56.943,67.495,87.767,
295.249,82144.266,0.969,17.878,154.358,160.627,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.768,127.243,-278.931,-263.555,-236.174,-201.48,-192.467,-182.178,-75.043,-24.004,32.992,37.718,44.058,51.306,56.419,67.599,87.992,
295.249,82144.266,0.969,17.878,154.892,160.825,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.768,128.001,-279.6,-262.486,-235.547,-200.4,-191.844,-179.935,-75.9,-21.659,33.514,38.563,44.483,52.039,57.048,68.741,88.218,
295.298,82170.031,0.969,17.89,154.566,160.75,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.769,127.676,-278.82,-262.165,-235.338,-200.184,-192.259,-180.362,-75.472,-21.991,33.41,38.669,44.483,51.725,57.152,67.703,87.203,
295.298,82170.031,0.969,17.89,155.133,160.919,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.769,126.81,-280.269,-262.593,-235.86,-200.292,-192.986,-178.013,-77.291,-21.098,33.514,38.458,43.951,51.83,57.362,68.949,88.782,
295.222,82133.094,0.969,17.884,154.992,160.974,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.769,128.651,-279.489,-261.952,-235.547,-200.616,-191.948,-179.081,-74.829,-20.651,34.245,39.409,44.803,52.981,57.152,69.364,88.782,
295.222,82133.094,0.969,17.884,154.992,160.974,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.769,128.651,-279.935,-262.059,-236.278,-200.94,-192.778,-177.586,-78.041,-21.991,32.365,38.458,42.994,51.725,56.001,68.43,87.654,
295.134,82088.406,0.969,17.904,155.299,160.973,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.769,127.243,-280.603,-262.165,-236.591,-199.968,-192.674,-175.984,-79.432,-22.103,33.514,38.986,44.484,52.249,57.466,68.637,88.556,
295.31,82175.328,0.969,17.864,154.681,161.069,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.769,127.134,-279.935,-262.486,-235.338,-200.724,-192.674,-177.266,-75.9,-21.544,34.14,38.775,45.441,52.353,57.78,68.949,88.895,
295.139,82088.992,0.969,17.874,154.681,161.069,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.769,127.568,-279.489,-262.379,-234.712,-200.508,-192.051,-178.654,-76.756,-21.879,34.349,38.775,44.803,52.039,57.048,68.732,87.767,
295.139,82088.992,0.969,17.874,154.773,160.975,5,3917.671,-2074.149,-104.296,-0.033,0.046,3.769,126.701,-279.154,-262.7,-235.025,-200.4,-191.636,-181.43,-75.365,-21.768,33.827,38.247,43.951,51.62,57.048,67.797,88.218,
295.243,82141.164,0.969,17.893,155.198,160.814,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.769,126.051,-280.158,-263.128,-235.338,-201.264,-192.363,-181.003,-76.542,-21.879,33.723,38.247,44.271,51.725,57.257,68.732,88.67,
295.243,82141.164,0.969,17.893,155.158,160.923,5,3917.671,-2074.149,-104.296,-0.033,0.045,3.769,126.268,-279.935,-263.128,-235.443,-201.48,-192.467,-183.673,-75.9,-22.437,33.201,37.824,43.526,50.678,56.629,67.693,87.541,
295.304,82170.227,0.969,17.834,154.163,160.812,5,3917.671,-2074.149,-104.296,-0.032,0.045,3.769,125.726,-280.938,-264.303,-236.591,-202.668,-193.816,-180.469,-77.934,-23.665,31.426,36.768,42.887,51.202,55.687,67.589,87.203,
295.304,82170.227,0.969,17.834,154.163,160.812,5,3917.671,-2074.149,-104.296,-0.032,0.045,3.769,125.835,-281.607,-263.448,-236.382,-201.696,-193.297,-181.217,-76.97,-21.098,33.723,38.986,44.909,52.249,57.362,69.251,89.346,
294.711,82105.719,0.971,33.152,533.356,549.442,5,3917.671,-2074.149,-104.296,-0.033,0.046,6.271,370.79,-1030.422,-965.29,-886.973,-757.251,-692.317,-430.991,-355.84,-120.354,82.688,102.71,123.978,140.62,156.383,203.004,273.565,
294.763,82131.547,0.971,33.156,533.537,549.235,5,3917.671,-2074.149,-104.296,-0.034,0.045,6.271,372.522,-1033.317,-966.678,-887.911,-758.113,-691.799,-431.311,-356.697,-119.35,83.002,103.767,124.51,142.086,158.476,205.185,275.482,
294.825,82162.93,0.971,33.177,534.314,549.545,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.27,375.879,-1031.536,-965.184,-886.035,-755.525,-691.799,-430.884,-356.269,-118.345,83.732,103.027,124.936,142.4,157.744,204.25,273.339,
294.825,82162.93,0.971,33.177,534.314,549.545,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.27,374.363,-1032.649,-966.465,-888.224,-756.172,-693.872,-429.282,-356.376,-119.908,83.419,102.816,123.872,141.981,157.848,204.665,273.903,
294.855,82179.594,0.971,33.162,533.872,549.192,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.27,374.472,-1033.985,-967.106,-887.912,-756.067,-691.487,-429.175,-353.485,-112.651,87.387,107.148,128.341,146.483,162.559,210.169,280.784,
294.913,82207.68,0.971,33.198,535.135,548.999,5,3917.671,-2074.149,-104.296,-0.033,0.046,6.27,378.37,-1027.862,-962.622,-883.327,-752.4,-687.547,-426.719,-352.201,-115.889,86.551,105.246,126.319,143.552,159.837,204.873,273.565,
294.765,82134.391,0.971,33.223,535.732,549.27,5,3917.671,-2074.149,-104.296,-0.033,0.046,6.27,371.006,-1031.424,-966.572,-887.078,-757.253,-689.519,-430.778,-356.054,-122.587,81.644,101.548,123.34,140.829,157.43,203.835,273.79,
294.821,82164.289,0.971,33.196,534.959,549.235,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.27,371.656,-1033.874,-968.174,-888.329,-757.793,-690.245,-431.312,-354.877,-117.786,84.776,103.238,125.575,143.133,160.046,207.261,278.754,
294.857,82180.75,0.971,33.208,535.375,549.426,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,372.847,-1034.096,-968.814,-888.224,-759.303,-690.659,-433.127,-356.804,-122.234,82.688,100.914,123.659,139.992,157.43,203.419,273.79,
294.72,82109.594,0.971,33.281,535.375,549.426,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,366.35,-1039.106,-972.658,-891.142,-761.783,-692.733,-436.01,-357.446,-121.452,83.002,102.499,124.085,141.981,158.372,206.119,276.723,
294.72,82109.594,0.971,33.281,537.527,549.163,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,369.49,-1040.331,-972.444,-891.663,-760.812,-691.385,-433.127,-356.269,-117.992,86.03,105.231,126.426,144.285,160.57,207.884,278.979,
294.765,82130.641,0.971,33.257,536.784,549.52,5,3917.671,-2074.149,-104.296,-0.033,0.046,6.269,369.49,-1041.11,-973.725,-893.538,-764.803,-693.251,-437.505,-358.945,-120.447,83.628,103.224,124.724,142.609,159.523,206.535,277.739,
294.823,82162.93,0.971,33.264,537.131,549.545,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,370.681,-1041.11,-973.939,-893.122,-763.401,-692.422,-436.331,-359.48,-119.889,84.463,104.386,125.575,143.658,160.256,209.027,282.138,
294.823,82162.93,0.971,33.264,537.131,549.545,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,373.93,-1039.663,-971.377,-892.184,-762.107,-695.014,-435.476,-357.66,-115.871,86.552,106.288,126.852,144.391,160.257,207.469,277.626,
294.86,82180.039,0.971,33.265,537.202,549.57,5,3917.671,-2074.149,-104.296,-0.033,0.046,6.269,366.891,-1043.225,-973.725,-891.038,-761.999,-693.977,-434.622,-357.874,-118.661,85.194,105.443,128.129,146.485,163.292,212.008,283.605,
294.907,82208.133,0.971,33.241,536.536,550.13,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,369.598,-1041.556,-972.231,-888.85,-760.597,-693.044,-432.807,-354.342,-114.531,87.804,107.027,128.874,147.008,163.397,211.696,284.171,
294.757,82126.125,0.971,33.285,537.672,550.032,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,366.35,-1039.329,-969.775,-885.932,-760.057,-693.977,-433.234,-354.556,-118.773,85.508,104.914,127.065,144.495,161.513,208.893,279.884,
294.757,82126.125,0.971,33.285,537.672,550.032,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,360.502,-1043.114,-972.871,-889.371,-761.567,-691.8,-431.419,-354.77,-117.88,84.986,104.386,126.533,144.809,162.664,211.489,284.059,
294.853,82177.07,0.971,33.278,537.877,549.773,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,362.235,-1041.89,-971.695,-886.87,-759.303,-686.924,-429.39,-351.13,-113.192,88.535,105.654,128.129,145.542,163.188,211.385,284.961,
294.853,82177.07,0.971,33.278,537.612,549.856,5,3917.671,-2074.149,-104.296,-0.033,0.045,6.269,362.235,-1039.997,-969.774,-887.077,-760.597,-686.093,-431.846,-354.663,-118.55,85.508,104.914,126.639,143.972,160.466,208.374,278.531,
294.771,82145.883,0.971,9.967,48.223,49.198,13,3917.671,-2074.149,104.223,-0.034,0.046,2.369,42.234,-35.563,-21.491,-22.552,-21.919,-20.659,-21.891,-23.337,-20.655,3.237,10.567,15.856,23.035,26.901,31.048,37.115,
294.885,82205.547,0.971,9.922,47.807,49.243,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,42.667,-34.671,-20.528,-21.613,-21.055,-19.101,-21.998,-23.766,-21.659,2.297,10.039,15.218,22.407,26.168,30.736,36.438,
294.885,82205.547,0.971,9.922,47.807,49.243,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,44.941,-31.996,-18.925,-20.151,-19.651,-18.998,-21.357,-22.481,-18.757,2.715,10.144,15.963,23.245,26.692,30.632,37.115,
294.925,82222.148,0.971,9.959,48.161,49.316,13,3917.671,-2074.149,104.223,-0.033,0.045,2.368,45.699,-31.55,-17.855,-19.211,-19.975,-18.375,-20.503,-23.016,-19.985,2.819,10.778,15.644,22.512,25.959,30.009,35.761,
294.779,82148.656,0.971,9.93,47.864,49.084,13,3917.671,-2074.149,104.223,-0.033,0.046,2.368,44.508,-33.333,-18.925,-20.255,-20.191,-19.413,-21.357,-23.873,-21.213,2.297,10.356,14.899,22.198,25.854,30.528,36.325,
294.818,82170.547,0.971,9.919,47.762,49.323,13,3917.671,-2074.149,104.223,-0.033,0.045,2.368,44.616,-33.445,-19.032,-20.255,-20.299,-18.79,-21.037,-22.053,-19.65,3.759,10.567,16.389,22.931,26.692,30.321,37.115,
294.883,82202,0.971,9.984,48.404,49.316,13,3917.671,-2074.149,104.223,-0.033,0.046,2.368,44.399,-32.553,-19.245,-20.569,-20.731,-18.582,-20.396,-22.267,-20.32,3.55,9.827,16.282,22.721,26.587,29.905,36.438,
294.883,82202,0.971,9.984,48.404,49.316,13,3917.671,-2074.149,104.223,-0.033,0.046,2.368,44.291,-32.219,-19.032,-20.255,-20.515,-18.478,-20.717,-22.802,-20.096,3.863,10.25,15.963,22.721,26.901,30.009,36.325,
294.92,82222.922,0.971,9.978,48.345,49.497,13,3917.671,-2074.149,104.223,-0.033,0.046,2.368,44.183,-33.111,-19.78,-20.255,-20.623,-18.582,-21.037,-22.16,-19.758,4.176,10.673,16.069,22.826,26.692,30.321,37.34,
294.778,82149.625,0.971,9.978,48.329,49.451,13,3917.671,-2074.149,104.223,-0.033,0.046,2.369,44.399,-33.111,-19.673,-19.942,-20.623,-19.101,-21.464,-22.588,-19.982,3.237,9.933,15.856,22.302,26.273,29.594,36.438,
294.778,82149.625,0.971,9.978,48.329,49.451,13,3917.671,-2074.149,104.223,-0.033,0.046,2.369,44.183,-31.438,-19.459,-19.733,-20.623,-18.375,-20.823,-22.053,-21.879,3.132,9.297,15.431,21.465,25.75,28.971,35.648,
294.885,82204.578,0.971,9.998,48.07,49.253,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,43.966,-32.888,-19.459,-20.255,-20.191,-18.686,-20.823,-22.481,-20.316,3.55,9.931,15.537,22.721,26.378,30.113,37.227,
294.885,82204.578,0.971,9.998,48.535,49.512,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,43.966,-35.34,-20.956,-21.717,-21.163,-19.62,-21.784,-23.444,-19.089,3.55,10.777,16.176,23.035,26.797,30.528,36.889,
294.912,82218.852,0.971,9.981,48.379,49.484,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,44.291,-34.448,-19.887,-21.091,-19.975,-18.686,-20.93,-22.374,-18.865,2.715,10.037,15.112,22.407,26.064,30.632,36.438,
294.775,82150.078,0.971,10.003,48.573,49.588,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,45.266,-32.665,-18.283,-19.942,-19.219,-18.167,-20.076,-21.624,-18.195,2.819,10.143,15.431,22.512,25.855,30.317,35.874,
294.775,82150.078,0.971,10.003,48.573,49.588,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,45.158,-32.776,-18.283,-20.151,-19.111,-18.271,-19.435,-21.624,-16.298,3.55,10.882,15.112,22.512,25.855,30.836,36.212,
294.824,82174.875,0.971,9.976,48.319,49.468,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,44.4,-34.337,-19.78,-21.508,-20.407,-19.724,-20.396,-22.16,-19.2,3.237,10.354,15.218,22.826,26.273,30.836,36.776,
294.74,82132.773,0.971,10.013,48.669,49.559,13,3917.671,-2074.149,104.223,-0.033,0.046,2.369,43.533,-33.222,-19.566,-20.255,-19.975,-18.478,-21.144,-22.267,-19.982,2.715,10.037,15.218,21.57,26.064,30.42,36.438,
294.916,82221.695,0.971,9.994,48.508,49.588,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,45.483,-31.215,-18.39,-19.107,-18.895,-17.233,-19.862,-20.982,-17.749,3.863,10.248,16.069,22.617,26.483,29.798,36.212,
294.916,82221.695,0.971,9.994,48.508,49.588,13,3917.671,-2074.149,104.223,-0.033,0.045,2.369,45.916,-31.773,-18.497,-19.733,-19.435,-18.063,-20.717,-22.16,-18.754,3.341,9.931,15.324,21.988,25.855,29.901,36.1,
294.769,82138.711,0.971,17.945,156.406,160.394,13,3917.671,-2074.149,104.223,-0.034,0.045,3.901,104.393,-131.997,-102.429,-104.931,-105.599,-103.397,-102.408,-103.091,-108.074,-15.529,10.46,30.33,44.291,55.896,74.972,98.822,
