%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],PT1 Differential Pressure [Pa],PT2 Differential Pressure [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Applied Voltage [V],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%11/10/20219:55 AM
294.715,82143.883,0.971,9.947,48.038,50.797,-4,3917.671,-2074.149,-104.296,-0.033,0.045,2.109,24.365,23.225,3.427,-13.678,-12.201,-7.683,-4.592,-2.783,0.671,8.457,6.128,5.321,-10.141,-17.452,-22.701,-27.365,
294.685,82130.898,0.971,9.947,48.022,50.788,-4,3917.671,-2074.149,-13.748,-0.034,0.046,2.109,24.365,22.443,3.534,-13.886,-11.769,-7.683,-4.805,-2.783,0.895,8.248,5.705,5.747,-11.292,-17.975,-22.597,-27.703,
294.685,82130.898,0.971,9.947,48.03,50.866,-4,3917.671,-2074.149,-13.748,-0.034,0.046,2.109,24.365,22.443,2.249,-13.886,-12.309,-7.268,-5.233,-2.783,0.559,8.248,5.494,4.363,-11.501,-17.975,-22.804,-27.928,
294.786,82176.555,0.971,9.922,47.801,50.708,-4,3917.671,-2074.149,-4.447,-0.033,0.045,2.11,24.582,22.555,2.249,-14.095,-12.201,-7.476,-4.699,-3.212,1.678,8.039,6.128,4.576,-9.305,-17.452,-21.975,-28.604,
294.716,82146.266,0.971,9.934,47.912,50.844,-4,3917.671,-2074.149,6.031,-0.033,0.046,2.109,24.799,22.667,3.748,-14.2,-11.337,-7.579,-4.592,-2.783,1.119,7.726,6.022,5.108,-8.26,-18.602,-22.597,-28.604,
294.716,82146.266,0.971,9.934,47.912,50.844,-4,3917.671,-2074.149,6.031,-0.033,0.046,2.109,24.907,22.443,3.641,-13.573,-11.229,-7.476,-4.592,-2.783,0.895,7.935,6.234,4.576,-6.378,-18.393,-23.219,-29.279,
294.864,82218.203,0.971,9.97,48.276,50.682,-4,3917.671,-2074.149,-29.069,-0.033,0.045,2.109,24.365,22.108,3.212,-13.678,-11.769,-7.164,-4.485,-2.997,1.566,7.83,6.128,3.725,-6.691,-18.915,-23.426,-29.617,
294.821,82193.797,0.971,9.943,48.014,50.841,-4,3917.671,-2074.149,34.042,-0.033,0.045,2.11,24.149,21.662,3.427,-14.617,-11.877,-8.098,-4.485,-3.961,1.23,7.935,5.705,3.938,-6.587,-18.288,-22.804,-28.829,
294.779,82175.719,0.971,9.951,48.082,50.661,-4,3917.671,-2074.149,104.223,-0.033,0.045,2.11,23.932,23.002,3.748,-14.095,-11.661,-6.956,-4.165,-1.927,1.79,7.726,5.6,4.15,-7.946,-17.975,-23.426,-28.041,
294.711,82142.523,0.971,9.973,48.289,50.823,-4,3917.671,-2074.149,69.162,-0.033,0.046,2.11,23.607,23.672,3.105,-13.678,-11.337,-6.749,-4.271,-2.676,0.671,7.83,5.177,4.47,-9.723,-18.811,-23.53,-28.266,
294.69,82131.867,0.971,17.786,154.323,161.047,-4,3917.671,-2074.149,-104.296,-0.034,0.046,3.662,95.404,16.19,-45.654,-97.1,-88.215,-81.077,-69.411,-57.166,-48.343,18.584,8.453,1.49,-20.492,-41.802,-72.973,-102.815,
294.857,82213.812,0.971,17.754,153.096,161.099,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.662,95.729,17.419,-45.761,-96.161,-88.323,-80.869,-69.198,-56.737,-48.343,18.688,8.136,1.171,-20.91,-41.488,-73.595,-103.941,
294.857,82213.812,0.971,17.754,153.096,161.099,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.662,94.755,16.749,-46.51,-97.622,-89.294,-81.907,-70.159,-57.808,-49.236,17.435,7.819,0.958,-20.91,-40.966,-73.699,-102.59,
294.791,82179.398,0.971,17.823,154.247,161.036,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.662,95.296,16.302,-46.83,-96.578,-88.754,-80.973,-70.372,-56.737,-48.901,18.375,7.08,1.064,-21.119,-41.175,-73.284,-103.378,
294.814,82190.18,0.971,17.758,154.247,161.036,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.662,95.513,16.302,-46.723,-96.891,-88.646,-80.765,-69.625,-56.844,-48.343,18.688,7.185,0.851,-20.492,-41.697,-73.284,-103.941,
294.814,82190.18,0.971,17.758,153.141,160.833,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.662,95.08,16.525,-45.654,-97.622,-88.106,-81.4,-68.77,-56.951,-48.901,17.435,7.819,0.745,-21.015,-40.757,-72.766,-103.265,
294.866,82218.852,0.971,17.8,153.893,161.242,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.662,96.271,16.749,-45.761,-96.787,-87.782,-80.985,-68.236,-56.523,-46.78,18.48,7.925,0.958,-21.538,-41.175,-72.87,-103.153,
294.866,82218.852,0.971,17.8,153.893,161.242,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.662,95.188,16.19,-45.868,-96.787,-87.89,-80.985,-69.304,-57.38,-48.901,17.122,7.397,0,-22.269,-42.533,-73.906,-105.293,
294.789,82179.852,0.971,17.833,154.428,161.315,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.662,94.538,14.851,-46.616,-98.144,-89.51,-82.646,-70.265,-58.771,-50.903,15.974,7.185,-0.637,-22.688,-42.742,-74.217,-104.617,
294.789,82179.852,0.971,17.833,154.428,161.315,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.662,95.621,15.074,-46.616,-97.831,-89.078,-82.542,-69.411,-57.594,-49.005,17.436,7.608,0.426,-22.06,-41.175,-73.906,-103.829,
294.692,82133.352,0.971,17.796,153.756,161.184,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.663,95.08,16.079,-46.296,-97.1,-88.97,-81.193,-69.838,-57.165,-49.117,17.958,7.713,0.745,-22.165,-41.906,-73.699,-104.279,
294.692,82133.352,0.971,17.796,153.756,161.184,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.663,94.646,16.414,-46.51,-97.622,-88.862,-81.816,-70.052,-58.236,-49.898,17.749,6.973,0.319,-21.851,-42.011,-74.321,-104.617,
294.7,82134.391,0.971,17.804,153.529,161.377,-4,3917.671,-2074.149,-104.296,-0.034,0.046,3.662,94.755,16.19,-47.151,-97.831,-89.51,-81.712,-69.411,-57.487,-49.675,18.584,6.973,0.213,-22.792,-41.802,-74.321,-103.265,
294.7,82134.391,0.971,17.804,153.888,161.03,-4,3917.671,-2074.149,-104.296,-0.034,0.046,3.662,95.188,16.414,-46.83,-96.787,-88.862,-81.193,-69.625,-56.951,-48.447,18.271,7.818,0.106,-21.433,-41.697,-73.906,-104.166,
294.803,82187.789,0.971,17.774,153.404,160.804,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.662,95.946,15.52,-46.937,-97.935,-88.862,-82.231,-69.091,-57.165,-48.447,18.375,8.452,0.958,-21.747,-41.279,-72.767,-103.829,
294.693,82131.094,0.971,17.802,153.849,160.981,-4,3917.671,-2074.149,-104.296,-0.033,0.046,3.662,96.379,16.302,-45.761,-96.996,-88.322,-80.881,-68.663,-56.844,-46.884,18.375,8.558,0.745,-21.433,-40.966,-73.078,-103.379,
294.865,82216.719,0.971,17.791,153.732,161.161,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.663,96.487,16.302,-45.226,-96.787,-87.998,-81.296,-68.557,-56.951,-47.777,17.54,8.347,0.213,-22.06,-41.802,-73.078,-104.392,
294.865,82216.719,0.971,17.791,153.732,161.161,-4,3917.671,-2074.149,-104.296,-0.033,0.045,3.663,95.296,15.855,-45.975,-96.996,-87.998,-81.504,-68.45,-57.38,-47.889,18.062,7.924,-0.106,-21.015,-42.324,-72.87,-104.054,
294.787,82179.977,0.971,17.783,153.555,160.976,-4,3917.671,-2074.149,-104.296,-0.034,0.045,3.663,95.729,15.744,-45.44,-97.1,-88.214,-81.504,-68.236,-56.844,-46.772,18.166,8.558,1.277,-20.806,-40.443,-72.352,-102.59,
294.801,82186.109,0.971,17.767,153.294,160.809,-4,3917.671,-2074.149,-104.296,-0.033,0.046,3.663,96.379,16.972,-46.296,-96.16,-88.106,-80.777,-68.557,-56.095,-48.112,18.793,8.452,1.596,-21.433,-40.443,-72.767,-102.816,
294.821,82195.797,0.971,32.955,527.394,548.63,-4,3917.671,-2074.149,104.223,-0.033,0.046,6.121,303.971,11.501,-201.114,-369.92,-338.82,-324.666,-282.449,-237.547,-137.659,28.607,-5.485,-37.179,-70.781,-177.761,-276.137,-378.826,
294.821,82195.797,0.971,32.947,527.394,548.63,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,305.162,11.389,-201.327,-369.711,-338.712,-324.355,-281.167,-236.583,-127.611,27.771,-6.751,-38.985,-70.781,-179.955,-278.625,-381.642,
294.689,82130.961,0.971,32.947,526.96,548.333,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,302.997,11.501,-201.327,-370.859,-340.008,-325.289,-282.128,-238.403,-141.79,25.683,-7.7,-40.154,-70.886,-181.105,-278.728,-381.867,
294.701,82133.68,0.971,32.988,528.294,547.969,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.12,300.614,11.836,-200.686,-370.234,-338.604,-324.459,-280.847,-236.797,-132.746,25.892,-8.438,-40.897,-70.467,-182.045,-278.625,-380.853,
294.791,82182.234,0.971,32.934,526.696,547.892,-4,3917.671,-2074.149,104.223,-0.033,0.045,6.12,301.156,11.389,-200.579,-370.234,-338.498,-324.77,-281.488,-237.333,-137.435,26.623,-6.434,-39.622,-69.631,-180.896,-277.485,-378.376,
294.825,82197.281,0.971,32.972,527.959,548.436,-4,3917.671,-2074.149,104.223,-0.033,0.046,6.12,302.455,12.617,-199.403,-368.354,-337.743,-323.836,-280.313,-235.406,-142.794,28.398,-5.485,-38.879,-67.122,-179.537,-276.966,-377.025,
294.825,82197.281,0.971,32.972,527.959,548.436,-4,3917.671,-2074.149,104.223,-0.033,0.046,6.12,301.697,12.617,-199.724,-368.459,-337.959,-323.733,-281.489,-237.44,-132.523,26.205,-7.805,-39.304,-68.795,-180.582,-277.899,-378.714,
294.856,82212.844,0.971,32.987,528.468,548.431,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,299.748,11.054,-201.22,-369.294,-338.93,-323.213,-281.596,-236.262,-138.44,26.519,-7.489,-39.198,-70.049,-180.373,-277.381,-377.362,
294.697,82132,0.971,33.003,528.77,548.567,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,301.264,12.394,-199.937,-367.728,-337.311,-322.59,-280.741,-236.048,-131.498,26.101,-8.227,-40.047,-69.631,-181.314,-278.003,-378.263,
294.697,82132,0.971,33.003,528.77,548.567,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,298.99,10.384,-201.648,-369.294,-339.902,-324.044,-282.877,-238.404,-126.029,25.266,-9.388,-40.472,-72.558,-181.418,-279.869,-379.502,
294.824,82194.055,0.971,32.98,528.202,548.606,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,297.365,10.273,-201.862,-368.876,-339.902,-324.771,-282.984,-237.119,-137.192,27.25,-8.015,-39.091,-69.213,-181.105,-278.936,-379.389,
294.699,82134.125,0.971,33.022,528.202,548.606,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,297.907,11.612,-201.114,-368.459,-337.743,-323.317,-281.275,-236.691,-139.759,25.266,-8.648,-41.429,-69.422,-183.195,-279.765,-381.754,
294.699,82134.125,0.971,33.022,529.367,548.516,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,295.633,11.054,-201.327,-369.92,-339.794,-324.771,-282.557,-237.44,-131.61,24.013,-9.386,-41.641,-69.841,-183.717,-280.283,-381.304,
294.698,82132.516,0.971,33.001,528.691,548.497,-4,3917.671,-2074.149,104.223,-0.033,0.045,6.121,297.799,10.942,-200.258,-369.711,-338.39,-324.667,-282.236,-238.296,-137.526,24.639,-8.648,-41.216,-69.632,-181.942,-278.521,-379.727,
294.789,82179.719,0.971,32.983,528.255,548.896,-4,3917.671,-2074.149,104.223,-0.033,0.045,6.121,298.34,11.724,-200.044,-368.563,-338.39,-324.044,-281.702,-237.119,-132.615,25.37,-8.226,-41.429,-71.723,-183.196,-280.079,-380.741,
294.789,82179.719,0.971,32.983,528.255,548.896,-4,3917.671,-2074.149,104.223,-0.033,0.045,6.121,297.69,10.608,-200.9,-369.711,-339.146,-325.186,-282.129,-237.119,-127.368,26.623,-7.699,-41.004,-68.482,-182.256,-278.628,-379.506,
294.7,82135.937,0.971,32.987,528.427,548.516,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,297.584,12.171,-198.868,-368.041,-337.203,-323.421,-280.314,-236.691,-149.136,24.639,-8.648,-41.747,-69.527,-183.719,-278.628,-380.407,
294.7,82135.937,0.971,32.987,528.255,548.809,-4,3917.671,-2074.149,104.223,-0.034,0.045,6.121,297.367,9.826,-201.862,-370.234,-339.794,-325.705,-283.197,-238.296,-133.843,23.7,-10.546,-42.597,-71.932,-185.6,-281.841,-382.096,
294.699,82132.062,0.971,32.945,526.885,548.711,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,297.584,9.938,-200.9,-369.085,-339.362,-324.667,-281.809,-236.691,-130.159,26.728,-8.226,-39.623,-69.736,-180.688,-277.799,-378.154,
294.796,82182.82,0.971,32.949,527.175,547.983,-4,3917.671,-2074.149,104.223,-0.034,0.046,6.121,299.75,12.617,-199.617,-367.728,-337.095,-322.175,-280.528,-235.941,-120.782,25.475,-8.964,-39.941,-68.168,-181.524,-278.421,-379.618,
294.865,82223.633,0.971,10.08,49.176,51.822,4,3917.671,-2074.149,-104.296,-0.033,0.045,2.137,61.184,-19.064,-21.704,-14.826,-10.797,-9.448,-11.213,-13.917,-10.605,6.16,8.875,10.003,14.135,13.712,10.28,10.942,
294.701,82139.617,0.971,10.076,49.295,51.929,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.137,60.751,-19.398,-22.667,-16.183,-11.769,-10.175,-12.708,-14.452,-11.386,5.638,8.98,9.471,13.507,13.398,9.968,10.717,
294.803,82192.312,0.971,10.069,49.295,51.929,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.137,60.318,-20.513,-23.843,-17.332,-12.849,-11.525,-13.882,-16.272,-13.842,5.951,8.558,9.152,13.507,12.98,10.695,10.604,
294.803,82192.312,0.971,10.069,49.232,51.856,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.137,60.643,-21.516,-24.377,-19.107,-13.497,-11.421,-14.096,-16.807,-14.4,5.847,8.663,9.152,13.716,12.875,10.072,10.491,
294.7,82139.102,0.971,10.07,49.227,51.888,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.137,61.184,-19.955,-23.843,-18.167,-13.065,-11.525,-12.708,-15.415,-14.177,6.16,8.875,9.365,13.507,13.398,9.345,10.153,
294.858,82220.398,0.971,10.076,49.313,52.019,4,3917.671,-2074.149,104.223,-0.033,0.045,2.137,60.643,-18.618,-22.774,-16.705,-12.417,-9.448,-11.96,-14.131,-12.167,5.951,8.452,9.365,12.774,12.875,8.619,9.702,
294.692,82138.07,0.971,10.094,49.465,51.997,4,3917.671,-2074.149,104.223,-0.034,0.046,2.137,60.101,-17.726,-22.774,-16.601,-11.877,-9.448,-11.64,-12.632,-9.488,5.742,8.03,9.152,12.983,12.665,9.242,9.702,
294.8,82189.602,0.971,10.073,49.465,51.997,4,3917.671,-2074.149,-104.296,-0.034,0.045,2.137,60.751,-17.949,-22.774,-17.019,-12.093,-9.448,-11.96,-13.06,-10.939,5.951,8.135,9.471,12.879,12.77,9.034,9.702,
294.8,82189.602,0.971,10.073,49.276,51.916,4,3917.671,-2074.149,-104.296,-0.034,0.045,2.137,60.426,-18.283,-22.987,-16.392,-11.337,-9.344,-11.106,-12.632,-10.83,5.638,7.713,9.471,12.355,12.665,8.411,9.476,
294.71,82144.594,0.971,10.07,49.235,51.948,4,3917.671,-2074.149,-104.296,-0.033,0.045,2.137,59.777,-17.726,-22.346,-15.139,-10.797,-8.618,-10.679,-12.525,-10.718,5.116,7.924,9.046,12.774,12.665,9.138,9.814,
294.71,82144.594,0.971,10.07,49.235,51.948,4,3917.671,-2074.149,-104.296,-0.033,0.045,2.136,60.643,-16.834,-21.491,-14.304,-10.473,-8.306,-11.319,-13.06,-9.49,5.429,8.135,9.258,13.193,12.456,9.034,9.589,
294.869,82224.211,0.971,10.065,49.208,51.755,4,3917.671,-2074.149,-104.296,-0.033,0.045,2.136,61.293,-17.168,-21.384,-14.2,-10.15,-9.033,-11.64,-14.131,-9.713,5.325,8.03,9.046,12.879,12.142,8.826,8.573,
294.696,82136.586,0.971,10.066,49.19,51.877,4,3917.671,-2074.149,-104.296,-0.034,0.046,2.136,60.21,-17.614,-21.491,-15.557,-11.337,-9.864,-12.174,-14.559,-10.271,4.698,7.29,8.514,12.253,11.723,8.515,8.348,
294.8,82192.25,0.971,10.073,49.273,51.661,4,3917.671,-2074.149,-104.296,-0.033,0.045,2.137,60.426,-18.06,-21.598,-16.497,-10.797,-9.656,-11.533,-14.238,-9.825,4.907,8.03,8.407,12.671,11.2,8.93,8.009,
294.704,82144.461,0.971,10.093,49.273,51.661,4,3917.671,-2074.149,-104.296,-0.034,0.046,2.137,60.535,-18.283,-21.384,-17.332,-11.121,-9.864,-11.533,-14.024,-12.281,4.489,7.713,7.981,12.881,11.933,8.306,7.784,
294.704,82144.461,0.971,10.093,49.46,51.931,4,3917.671,-2074.149,-104.296,-0.034,0.046,2.137,59.885,-17.503,-22.025,-16.705,-11.877,-9.033,-11.426,-12.739,-12.058,4.594,7.079,8.301,12.148,11.724,7.994,8.461,
294.709,82145.945,0.971,10.057,49.103,51.759,4,3917.671,-2074.149,-104.296,-0.034,0.046,2.136,60.318,-17.503,-21.918,-16.288,-11.337,-9.137,-11.106,-12.418,-10.718,5.011,7.396,8.833,12.462,11.933,8.202,9.138,
294.812,82196.055,0.971,10.082,49.362,51.794,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.136,60.102,-16.945,-21.491,-16.392,-11.553,-9.137,-11.319,-12.204,-11.388,5.847,7.713,9.152,12.881,12.666,9.136,10.04,
294.812,82196.055,0.971,10.082,49.362,51.794,4,3917.671,-2074.149,-104.296,-0.033,0.046,2.136,60.535,-17.949,-22.56,-16.914,-12.201,-9.344,-11.96,-13.274,-11.053,5.533,7.29,9.046,12.462,11.724,8.617,9.138,
294.708,82145.172,0.971,10.052,49.053,51.722,4,3917.671,-2074.149,-104.296,-0.034,0.046,2.137,59.885,-18.283,-23.201,-16.288,-12.309,-9.241,-12.067,-13.81,-11.053,5.533,7.079,8.833,11.938,12.666,8.617,9.927,
294.848,82212.07,0.971,18.023,157.769,162.527,4,3917.671,-2074.149,104.223,-0.033,0.045,3.757,147.384,-251.952,-245.057,-229.491,-188.846,-175.571,-174.275,-81.787,-21.098,32.47,36.556,40.439,46.803,50.871,59.188,76.146,
294.835,82205.422,0.971,18.029,157.861,162.595,4,3917.671,-2074.149,-104.296,-0.034,0.045,3.756,149.441,-251.059,-244.202,-228.342,-188.738,-175.675,-174.168,-82.751,-21.879,31.112,35.182,38.736,45.442,48.359,56.384,73.552,
294.835,82205.422,0.971,18.029,157.861,162.595,4,3917.671,-2074.149,-104.296,-0.034,0.045,3.756,145.976,-253.512,-246.34,-231.057,-191.005,-177.233,-175.77,-84.678,-21.991,31.426,35.71,39.588,46.384,49.196,58.876,77.162,
294.734,82154.922,0.971,18.028,157.794,162.675,4,3917.671,-2074.149,46.233,-0.034,0.046,3.755,150.524,-252.063,-244.095,-228.655,-188.63,-175.571,-173.741,-83.714,-19.088,34.036,37.295,40.12,47.117,49.406,58.668,75.131,
294.848,82212.781,0.971,17.998,157.319,162.655,4,3917.671,-2074.149,104.223,-0.033,0.045,3.755,148.25,-252.955,-245.057,-230.117,-190.142,-177.544,-175.45,-86.176,-24.335,30.068,34.126,38.63,45.442,48.882,57.111,73.89,
294.677,82126.25,0.971,17.995,157.204,162.604,4,3917.671,-2074.149,97.554,-0.034,0.046,3.756,147.709,-252.955,-245.912,-229.699,-189.278,-175.883,-174.595,-81.466,-20.316,32.783,36.45,40.758,47.222,50.871,59.395,77.726,
294.677,82126.25,0.971,17.995,157.204,162.604,4,3917.671,-2074.149,97.554,-0.034,0.046,3.756,151.282,-250.279,-244.095,-227.82,-188.414,-174.741,-174.489,-80.074,-20.316,33.618,35.816,40.758,46.594,50.243,58.253,75.921,
294.751,82160.672,0.971,18.053,158.238,162.522,4,3917.671,-2074.149,66.092,-0.034,0.046,3.756,148.25,-251.394,-245.378,-228.759,-190.034,-176.298,-175.236,-82.858,-23.665,32.261,36.027,40.652,46.594,50.767,58.357,76.372,
294.751,82160.672,0.971,18.053,158.238,162.522,4,3917.671,-2074.149,66.092,-0.034,0.046,3.756,149.008,-251.171,-244.522,-228.133,-189.818,-175.571,-175.236,-84.892,-21.991,32.678,36.239,40.652,47.222,50.557,58.772,76.598,
294.846,82209.164,0.971,18.078,158.715,162.836,4,3917.671,-2074.149,-104.296,-0.033,0.045,3.756,149.008,-250.502,-244.309,-228.655,-189.602,-175.987,-174.595,-83.821,-22.214,31.739,35.393,39.375,46.28,49.092,58.149,75.357,
294.846,82209.164,0.971,18.078,158.715,162.836,4,3917.671,-2074.149,-104.296,-0.033,0.045,3.756,148.575,-251.84,-244.629,-228.759,-189.71,-176.714,-174.595,-82.536,-21.768,32.47,36.767,40.439,47.117,50.139,59.291,76.034,
294.68,82126.961,0.971,18.087,158.816,162.814,4,3917.671,-2074.149,3.25,-0.033,0.046,3.756,149.658,-250.725,-243.881,-228.446,-188.522,-175.468,-173.741,-84.356,-20.428,32.052,35.817,40.546,46.594,49.929,58.565,75.244,
294.842,82208.969,0.971,18.039,158.045,163.03,4,3917.671,-2074.149,-67.072,-0.033,0.046,3.756,148.25,-252.397,-244.843,-229.177,-189.17,-176.091,-174.595,-83.821,-20.875,32.052,36.45,39.694,46.811,49.72,58.668,75.921,
294.754,82166.227,0.971,18.08,158.716,162.946,4,3917.671,-2074.149,104.223,-0.033,0.045,3.756,149.333,-251.505,-244.095,-228.237,-188.846,-175.779,-174.382,-83.072,-21.321,32.157,35.711,40.227,46.078,49.511,58.149,75.018,
294.841,82205.094,0.971,18.105,159.19,162.874,4,3917.671,-2074.149,104.223,-0.034,0.045,3.756,148.575,-251.394,-245.164,-229.072,-189.386,-175.883,-174.809,-84.142,-23.889,31.53,34.971,39.694,45.45,49.197,57.415,75.131,
294.841,82205.094,0.971,18.105,159.19,162.874,4,3917.671,-2074.149,104.223,-0.034,0.045,3.756,148.142,-251.282,-245.485,-229.386,-189.602,-176.091,-175.45,-83.072,-21.433,32.47,36.028,40.333,46.497,49.93,58.557,76.26,
294.835,82203.289,0.971,18.036,157.989,163.014,4,3917.671,-2074.149,-79.537,-0.033,0.045,3.756,149.874,-251.171,-244.843,-229.177,-189.386,-176.091,-174.916,-83.714,-22.884,31.426,34.337,39.162,44.193,48.674,55.961,73.101,
294.835,82203.289,0.971,18.036,157.989,163.014,4,3917.671,-2074.149,-79.537,-0.033,0.045,3.756,145.759,-253.735,-247.409,-230.639,-191.761,-177.648,-176.945,-84.142,-23.554,31.739,34.443,39.801,45.031,48.883,56.688,74.681,
294.743,82156.281,0.971,18.073,158.588,162.895,4,3917.671,-2074.149,11.25,-0.033,0.046,3.755,148.358,-253.289,-246.768,-230.743,-191.006,-177.44,-175.556,-83.179,-21.321,32.783,35.817,40.12,46.392,49.406,57.934,76.147,
