%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],PT1 Differential Pressure [Pa],PT2 Differential Pressure [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Applied Voltage [V],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%11/3/20219:39 AM
294.448,83118.328,0.983,33.11,539.05,558.668,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,45.583,-474.579,-445.382,-433.189,-428.653,-436.004,-448.355,-464.887,-481.189,-69.316,44.796,128.426,177.578,229.233,322.413,414.458,
294.461,83126.852,0.983,33.165,539.05,558.668,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,49.697,-465.995,-439.5,-426.82,-425.522,-430.087,-445.471,-454.929,-474.826,-72.756,43.951,128.426,178.521,229.547,322.517,414.684,
294.461,83126.852,0.983,33.165,540.871,557.701,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,83.587,-451.168,-426.989,-410.845,-413.537,-425.415,-440.879,-452.36,-457.191,-75.049,41.31,125.553,174.333,224.941,318.467,410.284,
294.504,83147.32,0.984,33.133,539.876,557.432,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,57.601,-478.704,-452.867,-432.875,-427.681,-432.994,-445.898,-462.638,-480.749,-83.596,34.865,119.169,168.05,221.068,313.691,405.998,
294.361,83074.672,0.983,33.171,540.896,557.255,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,59.442,-468.671,-440.249,-429.743,-429.301,-440.779,-449.743,-470.347,-480.302,-74.215,40.788,125.447,175.38,227.139,320.025,411.187,
294.361,83074.672,0.983,33.171,540.896,557.255,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,61.499,-459.195,-434.902,-419.72,-417.532,-430.295,-445.578,-467.67,-470.924,-74.32,41.316,125.68,175.798,227.139,320.129,410.51,
294.454,83122.914,0.983,33.173,541.121,557.116,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,60.2,-469.117,-441.532,-434.755,-425.846,-432.475,-447.714,-459.426,-459.312,-77.238,40.788,125.999,176.115,226.93,320.544,413.669,
294.358,83073.062,0.983,33.071,537.654,557.62,15,3917.671,-2074.149,-104.296,-0.034,0.046,7.371,61.391,-470.232,-442.173,-433.919,-429.085,-435.797,-449.85,-463.281,-471.928,-78.28,39.52,124.084,173.811,225.885,319.921,412.428,
294.53,83157.398,0.984,33.124,537.654,557.62,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,58.034,-466.999,-437.468,-426.924,-420.555,-422.094,-433.082,-442.831,-452.725,-73.694,43.007,127.702,178.732,230.072,324.703,418.971,
294.53,83157.398,0.984,33.124,539.584,556.195,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,67.021,-457.411,-426.24,-417.319,-413.861,-420.121,-432.228,-441.225,-450.046,-66.919,47.551,131.533,181.14,231.014,324.91,416.607,
294.451,83118.391,0.983,33.028,536.382,555.675,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,73.084,-440.466,-412.018,-400.509,-401.012,-407.56,-420.48,-428.377,-443.124,-72.548,42.267,126.425,175.591,226.723,318.991,410.402,
294.452,83116.258,0.983,33.037,536.382,555.675,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,83.911,-439.24,-414.584,-404.581,-404.251,-413.685,-427.422,-436.407,-455.851,-73.694,42.373,127.383,177.371,229.967,323.145,416.832,
294.452,83116.258,0.983,33.037,536.655,555.244,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.371,62.04,-458.749,-430.838,-421.704,-419.907,-431.333,-441.199,-454.18,-465.118,-75.153,41.316,125.999,174.963,226.408,318.472,409.951,
294.518,83151.773,0.984,33.016,536.084,553.94,15,3917.671,-2074.149,-104.296,-0.034,0.045,7.37,29.234,-485.616,-458.962,-441.646,-435.564,-447.423,-462.773,-476.45,-492.806,-74.841,43.747,130.469,181.978,234.364,329.583,425.18,
